IBGE-Code,Município,UF,CAD ou AWC (m³/m³),DTA (mm/m)
2106003,Lima Campos,MA,"0,126","126,2"
2106102,Loreto,MA,"0,086","85,8"
2106201,Luís Domingues,MA,"0,106","106,1"
2106300,Magalhães de Almeida,MA,"0,076","75,8"
2106326,Maracaçumé,MA,"0,134","134,3"
2106359,Marajá do Sena,MA,"0,120","119,6"
2106375,Maranhãozinho,MA,"0,136","136,4"
2106409,Mata Roma,MA,"0,064","63,6"
2106508,Matinha,MA,"0,124","124,0"
2106607,Matões,MA,"0,086","85,6"
2106631,Matões do Norte,MA,"0,128","128,4"
2106672,Milagres do Maranhão,MA,"0,069","69,4"
2106706,Mirador,MA,"0,079","78,6"
2106755,Miranda do Norte,MA,"0,139","139,3"
2106805,Mirinzal,MA,"0,087","87,0"
2106904,Monção,MA,"0,119","119,4"
2107001,Montes Altos,MA,"0,102","102,0"
2107100,Morros,MA,"0,054","54,3"
2107209,Nina Rodrigues,MA,"0,062","62,4"
2107258,Nova Colinas,MA,"0,094","94,5"
2107308,Nova Iorque,MA,"0,079","78,8"
2107357,Nova Olinda do Maranhão,MA,"0,139","139,0"
2107407,Olho d'Água das Cunhãs,MA,"0,103","103,1"
2107456,Olinda Nova do Maranhão,MA,"0,121","121,5"
2107506,Paço do Lumiar,MA,"0,089","88,5"
2107605,Palmeirândia,MA,"0,118","118,0"
2107704,Paraibano,MA,"0,087","86,9"
2107803,Parnarama,MA,"0,082","81,6"
2107902,Passagem Franca,MA,"0,076","76,2"
2108009,Pastos Bons,MA,"0,089","89,3"
2108058,Paulino Neves,MA,"0,053","53,5"
2108108,Paulo Ramos,MA,"0,113","113,1"
2108207,Pedreiras,MA,"0,120","120,3"
2108256,Pedro do Rosário,MA,"0,133","133,1"
2108306,Penalva,MA,"0,111","111,4"
2108405,Peri Mirim,MA,"0,140","140,1"
2108454,Peritoró,MA,"0,129","129,4"
2108504,Pindaré-Mirim,MA,"0,107","106,6"
2108603,Pinheiro,MA,"0,113","113,1"
2108702,Pio XII,MA,"0,106","106,2"
2108801,Pirapemas,MA,"0,112","111,8"
2108900,Poção de Pedras,MA,"0,124","124,3"
2109007,Porto Franco,MA,"0,102","102,4"
2109056,Porto Rico do Maranhão,MA,"0,109","109,5"
2109106,Presidente Dutra,MA,"0,113","113,3"
2109205,Presidente Juscelino,MA,"0,080","79,9"
2109239,Presidente Médici,MA,"0,128","128,1"
2109270,Presidente Sarney,MA,"0,129","128,5"
2109304,Presidente Vargas,MA,"0,075","74,6"
2109403,Primeira Cruz,MA,"0,069","69,1"
2109452,Raposa,MA,"0,092","92,3"
2109502,Riachão,MA,"0,087","87,4"
2109551,Ribamar Fiquene,MA,"0,113","112,6"
2109601,Rosário,MA,"0,106","106,1"
2109700,Sambaíba,MA,"0,081","81,1"
2109759,Santa Filomena do Maranhão,MA,"0,098","97,9"
2109809,Santa Helena,MA,"0,120","119,6"
2109908,Santa Inês,MA,"0,125","124,9"
2110005,Santa Luzia,MA,"0,114","114,0"
2110039,Santa Luzia do Paruá,MA,"0,132","131,9"
2110104,Santa Quitéria do Maranhão,MA,"0,069","68,8"
2110203,Santa Rita,MA,"0,136","135,8"
2110237,Santana do Maranhão,MA,"0,064","63,9"
2110278,Santo Amaro do Maranhão,MA,"0,044","44,5"
2110302,Santo Antônio dos Lopes,MA,"0,134","134,1"
2110401,São Benedito do Rio Preto,MA,"0,061","60,6"
2110500,São Bento,MA,"0,129","129,4"
2110609,São Bernardo,MA,"0,074","73,8"
2110658,São Domingos do Azeitão,MA,"0,099","99,5"
2110708,São Domingos do Maranhão,MA,"0,111","111,3"
2110807,São Félix de Balsas,MA,"0,117","116,6"
2110856,São Francisco do Brejão,MA,"0,097","96,9"
2110906,São Francisco do Maranhão,MA,"0,067","67,0"
2111003,São João Batista,MA,"0,125","125,1"
2111029,São João do Carú,MA,"0,142","142,4"
2111052,São João do Paraíso,MA,"0,121","121,0"
2111078,São João do Soter,MA,"0,077","76,6"
2111102,São João dos Patos,MA,"0,070","70,2"
2111201,São José de Ribamar,MA,"0,042","42,2"
2111250,São José dos Basílios,MA,"0,125","125,4"
2111300,São Luís,MA,"0,064","64,4"
2111409,São Luís Gonzaga do Maranhão,MA,"0,106","106,2"
2111508,São Mateus do Maranhão,MA,"0,115","114,8"
2111532,São Pedro da Água Branca,MA,"0,091","91,0"
2111573,São Pedro dos Crentes,MA,"0,108","107,6"
2111607,São Raimundo das Mangabeiras,MA,"0,077","76,8"
2111631,São Raimundo do Doca Bezerra,MA,"0,121","121,3"
2111672,São Roberto,MA,"0,122","121,6"
2111706,São Vicente Ferrer,MA,"0,127","126,8"
2111722,Satubinha,MA,"0,104","104,3"
2111748,Senador Alexandre Costa,MA,"0,102","101,9"
2111763,Senador La Rocque,MA,"0,101","101,5"
2111789,Serrano do Maranhão,MA,"0,104","103,6"
2111805,Sítio Novo,MA,"0,096","95,6"
2111904,Sucupira do Norte,MA,"0,086","86,0"
2111953,Sucupira do Riachão,MA,"0,067","67,1"
2112001,Tasso Fragoso,MA,"0,089","88,8"
2112100,Timbiras,MA,"0,121","121,4"
2112209,Timon,MA,"0,068","67,8"
2112233,Trizidela do Vale,MA,"0,120","120,5"
2112274,Tufilândia,MA,"0,144","143,6"
2112308,Tuntum,MA,"0,099","99,4"
2112407,Turiaçu,MA,"0,138","137,6"
2112456,Turilândia,MA,"0,126","125,5"
2112506,Tutóia,MA,"0,059","59,0"
2112605,Urbano Santos,MA,"0,068","68,0"
2112704,Vargem Grande,MA,"0,095","95,2"
2112803,Viana,MA,"0,117","117,3"
2112852,Vila Nova dos Martírios,MA,"0,091","91,3"
2112902,Vitória do Mearim,MA,"0,134","133,7"
2113009,Vitorino Freire,MA,"0,101","101,3"
2114007,Zé Doca,MA,"0,136","135,7"
2200053,Acauã,PI,"0,101","101,3"
2200103,Agricolândia,PI,"0,072","72,1"
2200202,Água Branca,PI,"0,067","66,5"
2200251,Alagoinha do Piauí,PI,"0,080","79,7"
2200277,Alegrete do Piauí,PI,"0,096","96,3"
2200301,Alto Longá,PI,"0,110","109,6"
2200400,Altos,PI,"0,099","98,8"
2200459,Alvorada do Gurguéia,PI,"0,089","89,0"
2200509,Amarante,PI,"0,085","85,4"
2200608,Angical do Piauí,PI,"0,092","91,5"
2200707,Anísio de Abreu,PI,"0,087","87,1"
2200806,Antônio Almeida,PI,"0,066","66,5"
2200905,Aroazes,PI,"0,096","96,4"
2200954,Aroeiras do Itaim,PI,"0,080","80,3"
2201002,Arraial,PI,"0,080","80,2"
2201051,Assunção do Piauí,PI,"0,095","94,7"
2201101,Avelino Lopes,PI,"0,095","94,7"
2201150,Baixa Grande do Ribeiro,PI,"0,077","77,2"
2201176,Barra D'Alcântara,PI,"0,098","97,8"
2201200,Barras,PI,"0,097","96,8"
2201309,Barreiras do Piauí,PI,"0,092","92,3"
2201408,Barro Duro,PI,"0,097","97,5"
2201507,Batalha,PI,"0,111","111,2"
2201556,Bela Vista do Piauí,PI,"0,108","107,9"
2201572,Belém do Piauí,PI,"0,103","103,1"
2201606,Beneditinos,PI,"0,104","104,1"
2201705,Bertolínia,PI,"0,061","61,4"
2201739,Betânia do Piauí,PI,"0,108","108,2"
2201770,Boa Hora,PI,"0,123","122,7"
2201804,Bocaina,PI,"0,109","109,5"
2201903,Bom Jesus,PI,"0,057","57,3"
2201919,Bom Princípio do Piauí,PI,"0,097","97,0"
2201929,Bonfim do Piauí,PI,"0,093","92,7"
2201945,Boqueirão do Piauí,PI,"0,120","120,3"
2201960,Brasileira,PI,"0,150","150,4"
2201988,Brejo do Piauí,PI,"0,084","84,3"
2202000,Buriti dos Lopes,PI,"0,104","104,3"
2202026,Buriti dos Montes,PI,"0,119","119,1"
2202059,Cabeceiras do Piauí,PI,"0,098","97,8"
2202075,Cajazeiras do Piauí,PI,"0,087","87,5"
2202083,Cajueiro da Praia,PI,"0,132","131,5"
2202091,Caldeirão Grande do Piauí,PI,"0,097","97,0"
2202109,Campinas do Piauí,PI,"0,068","68,0"
2202117,Campo Alegre do Fidalgo,PI,"0,098","98,3"
2202133,Campo Grande do Piauí,PI,"0,075","74,9"
2202174,Campo Largo do Piauí,PI,"0,094","94,0"
2202208,Campo Maior,PI,"0,103","103,1"
2202251,Canavieira,PI,"0,072","72,2"
2202307,Canto do Buriti,PI,"0,087","87,4"
2202406,Capitão de Campos,PI,"0,122","121,6"
2202455,Capitão Gervásio Oliveira,PI,"0,092","91,9"
2202505,Caracol,PI,"0,086","86,3"
2202539,Caraúbas do Piauí,PI,"0,129","128,9"
2202554,Caridade do Piauí,PI,"0,117","117,2"
2202604,Castelo do Piauí,PI,"0,111","110,8"
2202653,Caxingó,PI,"0,111","111,4"
2202703,Cocal,PI,"0,144","144,5"
2202711,Cocal de Telha,PI,"0,126","126,2"
2202729,Cocal dos Alves,PI,"0,172","171,8"
2202737,Coivaras,PI,"0,105","104,5"
2202752,Colônia do Gurguéia,PI,"0,089","89,0"
2202778,Colônia do Piauí,PI,"0,074","74,4"
2202802,Conceição do Canindé,PI,"0,079","79,0"
2202851,Coronel José Dias,PI,"0,079","79,1"
2202901,Corrente,PI,"0,088","88,0"
2203008,Cristalândia do Piauí,PI,"0,081","80,8"
2203107,Cristino Castro,PI,"0,071","70,6"
2203206,Curimatá,PI,"0,089","88,6"
2203230,Currais,PI,"0,068","67,7"
2203255,Curralinhos,PI,"0,102","102,1"
2203271,Curral Novo do Piauí,PI,"0,100","99,5"
2203305,Demerval Lobão,PI,"0,092","92,3"
2203354,Dirceu Arcoverde,PI,"0,084","84,1"
2203404,Dom Expedito Lopes,PI,"0,112","112,3"
2203420,Domingos Mourão,PI,"0,144","144,1"
2203453,Dom Inocêncio,PI,"0,097","97,0"
2203503,Elesbão Veloso,PI,"0,089","89,2"
2203602,Eliseu Martins,PI,"0,044","44,2"
2203701,Esperantina,PI,"0,103","103,2"
2203750,Fartura do Piauí,PI,"0,094","93,7"
2203800,Flores do Piauí,PI,"0,084","84,1"
2203859,Floresta do Piauí,PI,"0,087","86,6"
2203909,Floriano,PI,"0,090","89,8"
2204006,Francinópolis,PI,"0,087","87,4"
2204105,Francisco Ayres,PI,"0,086","85,6"
2204154,Francisco Macedo,PI,"0,106","106,3"
2204204,Francisco Santos,PI,"0,076","76,4"
2204303,Fronteiras,PI,"0,101","100,8"
2204352,Geminiano,PI,"0,085","84,8"
2204402,Gilbués,PI,"0,078","78,5"
2204501,Guadalupe,PI,"0,102","101,9"
2204550,Guaribas,PI,"0,081","80,9"
2204600,Hugo Napoleão,PI,"0,089","89,3"
2204659,Ilha Grande,PI,"0,070","70,0"
2204709,Inhuma,PI,"0,100","99,6"
2204808,Ipiranga do Piauí,PI,"0,093","92,5"
2204907,Isaías Coelho,PI,"0,095","95,3"
2205003,Itainópolis,PI,"0,082","82,3"
2205102,Itaueira,PI,"0,075","74,9"
2205151,Jacobina do Piauí,PI,"0,096","96,4"
2205201,Jaicós,PI,"0,084","84,1"
2205250,Jardim do Mulato,PI,"0,090","90,3"
2205276,Jatobá do Piauí,PI,"0,124","123,6"
2205300,Jerumenha,PI,"0,070","69,7"
2205359,João Costa,PI,"0,075","75,4"
2205409,Joaquim Pires,PI,"0,107","106,8"
2205458,Joca Marques,PI,"0,099","99,4"
2205508,José de Freitas,PI,"0,100","100,3"
2205516,Juazeiro do Piauí,PI,"0,112","112,2"
2205524,Júlio Borges,PI,"0,086","85,9"
2205532,Jurema,PI,"0,077","77,1"
2205540,Lagoinha do Piauí,PI,"0,068","67,6"
2205557,Lagoa Alegre,PI,"0,103","102,6"
2205565,Lagoa do Barro do Piauí,PI,"0,087","87,4"
2205573,Lagoa de São Francisco,PI,"0,121","120,6"
2205581,Lagoa do Piauí,PI,"0,090","89,9"
2205599,Lagoa do Sítio,PI,"0,104","103,9"
2205607,Landri Sales,PI,"0,070","69,7"
2205706,Luís Correia,PI,"0,090","90,0"
2205805,Luzilândia,PI,"0,104","103,7"
2205854,Madeiro,PI,"0,093","93,1"
2205904,Manoel Emídio,PI,"0,066","66,5"
2205953,Marcolândia,PI,"0,092","92,5"
2206001,Marcos Parente,PI,"0,093","93,4"
2206050,Massapê do Piauí,PI,"0,100","100,2"
2206100,Matias Olímpio,PI,"0,102","102,1"
2206209,Miguel Alves,PI,"0,101","100,6"
2206308,Miguel Leão,PI,"0,103","103,0"
2206357,Milton Brandão,PI,"0,103","102,8"
2206407,Monsenhor Gil,PI,"0,072","72,1"
2206506,Monsenhor Hipólito,PI,"0,080","80,4"
2206605,Monte Alegre do Piauí,PI,"0,072","71,6"
2206654,Morro Cabeça no Tempo,PI,"0,091","90,8"
2206670,Morro do Chapéu do Piauí,PI,"0,111","111,3"
2206696,Murici dos Portelas,PI,"0,103","102,6"
2206704,Nazaré do Piauí,PI,"0,098","98,1"
2206720,Nazária,PI,"0,100","100,5"
2206753,Nossa Senhora de Nazaré,PI,"0,100","100,1"
2206803,Nossa Senhora dos Remédios,PI,"0,096","96,2"
2206902,Novo Oriente do Piauí,PI,"0,100","100,3"
2206951,Novo Santo Antônio,PI,"0,126","125,9"
2207009,Oeiras,PI,"0,098","98,2"
2207108,Olho D'Água do Piauí,PI,"0,078","78,4"
2207207,Padre Marcos,PI,"0,113","113,2"
2207306,Paes Landim,PI,"0,068","68,3"
2207355,Pajeú do Piauí,PI,"0,077","77,1"
2207405,Palmeira do Piauí,PI,"0,063","62,9"
2207504,Palmeirais,PI,"0,078","77,6"
2207553,Paquetá,PI,"0,104","104,4"
2207603,Parnaguá,PI,"0,090","90,4"
2207702,Parnaíba,PI,"0,158","157,5"
2207751,Passagem Franca do Piauí,PI,"0,083","82,8"
2207777,Patos do Piauí,PI,"0,086","85,7"
2207793,Pau D'Arco do Piauí,PI,"0,107","106,6"
2207801,Paulistana,PI,"0,112","112,5"
2207850,Pavussu,PI,"0,095","95,4"
2207900,Pedro II,PI,"0,125","125,1"
2207934,Pedro Laurentino,PI,"0,064","64,2"
2207959,Nova Santa Rita,PI,"0,090","89,9"
2208007,Picos,PI,"0,111","110,5"
2208106,Pimenteiras,PI,"0,091","91,2"
2208205,Pio IX,PI,"0,088","88,3"
2208304,Piracuruca,PI,"0,134","134,5"
2208403,Piripiri,PI,"0,124","124,4"
2208502,Porto,PI,"0,091","91,1"
2208551,Porto Alegre do Piauí,PI,"0,083","82,6"
2208601,Prata do Piauí,PI,"0,103","103,2"
2208650,Queimada Nova,PI,"0,098","97,9"
2208700,Redenção do Gurguéia,PI,"0,070","69,7"
2208809,Regeneração,PI,"0,093","92,6"
2208858,Riacho Frio,PI,"0,076","75,5"
2208874,Ribeira do Piauí,PI,"0,076","75,9"
2208908,Ribeiro Gonçalves,PI,"0,079","78,7"
2209005,Rio Grande do Piauí,PI,"0,091","91,1"
2209104,Santa Cruz do Piauí,PI,"0,098","97,6"
2209153,Santa Cruz dos Milagres,PI,"0,102","101,6"
2209203,Santa Filomena,PI,"0,099","98,9"
2209302,Santa Luz,PI,"0,070","69,7"
2209351,Santana do Piauí,PI,"0,119","119,1"
2209377,Santa Rosa do Piauí,PI,"0,102","101,9"
2209401,Santo Antônio de Lisboa,PI,"0,088","87,8"
2209450,Santo Antônio dos Milagres,PI,"0,101","101,1"
2209500,Santo Inácio do Piauí,PI,"0,057","56,8"
2209559,São Braz do Piauí,PI,"0,077","77,3"
2209609,São Félix do Piauí,PI,"0,093","93,1"
2209658,São Francisco de Assis do Piauí,PI,"0,107","107,1"
2209708,São Francisco do Piauí,PI,"0,091","90,5"
2209757,São Gonçalo do Gurguéia,PI,"0,086","85,6"
2209807,São Gonçalo do Piauí,PI,"0,070","69,5"
2209856,São João da Canabrava,PI,"0,110","110,1"
2209872,São João da Fronteira,PI,"0,158","158,3"
2209906,São João da Serra,PI,"0,125","125,5"
2209955,São João da Varjota,PI,"0,093","92,9"
2209971,São João do Arraial,PI,"0,107","106,7"
2210003,São João do Piauí,PI,"0,089","89,0"
2210052,São José do Divino,PI,"0,145","144,8"
2210102,São José do Peixe,PI,"0,077","77,5"
2210201,São José do Piauí,PI,"0,115","114,9"
2210300,São Julião,PI,"0,110","110,1"
2210359,São Lourenço do Piauí,PI,"0,091","91,5"
2210375,São Luis do Piauí,PI,"0,120","119,6"
2210383,São Miguel da Baixa Grande,PI,"0,091","91,1"
2210391,São Miguel do Fidalgo,PI,"0,056","56,0"
2210409,São Miguel do Tapuio,PI,"0,110","110,1"
2210508,São Pedro do Piauí,PI,"0,095","94,6"
2210607,São Raimundo Nonato,PI,"0,084","84,0"
2210623,Sebastião Barros,PI,"0,091","90,8"
2210631,Sebastião Leal,PI,"0,066","66,3"
2210656,Sigefredo Pacheco,PI,"0,109","108,8"
2210706,Simões,PI,"0,096","95,8"
2210805,Simplício Mendes,PI,"0,070","69,8"
2210904,Socorro do Piauí,PI,"0,052","52,4"
2210938,Sussuapara,PI,"0,109","108,7"
2210953,Tamboril do Piauí,PI,"0,075","74,6"
2210979,Tanque do Piauí,PI,"0,091","91,4"
2211001,Teresina,PI,"0,096","96,3"
2211100,União,PI,"0,099","98,9"
2211209,Uruçuí,PI,"0,069","68,9"
2211308,Valença do Piauí,PI,"0,084","83,8"
2211357,Várzea Branca,PI,"0,094","94,1"
2211407,Várzea Grande,PI,"0,093","92,7"
2211506,Vera Mendes,PI,"0,095","94,7"
2211605,Vila Nova do Piauí,PI,"0,078","77,6"
2211704,Wall Ferraz,PI,"0,079","78,7"
2300101,Abaiara,CE,"0,051","51,1"
2300150,Acarape,CE,"0,074","73,6"
2300200,Acaraú,CE,"0,096","95,6"
2300309,Acopiara,CE,"0,099","99,1"
2300408,Aiuaba,CE,"0,088","87,7"
2300507,Alcântaras,CE,"0,126","126,3"
2300606,Altaneira,CE,"0,112","111,9"
2300705,Alto Santo,CE,"0,070","70,2"
2300754,Amontada,CE,"0,088","88,1"
2300804,Antonina do Norte,CE,"0,087","87,1"
2300903,Apuiarés,CE,"0,111","111,4"
2301000,Aquiraz,CE,"0,070","69,7"
2301109,Aracati,CE,"0,101","101,2"
2301208,Aracoiaba,CE,"0,074","74,0"
2301257,Ararendá,CE,"0,107","107,0"
2301307,Araripe,CE,"0,097","97,3"
2301406,Aratuba,CE,"0,082","82,3"
2301505,Arneiroz,CE,"0,088","88,4"
2301604,Assaré,CE,"0,098","98,1"
2301703,Aurora,CE,"0,152","152,1"
2301802,Baixio,CE,"0,124","123,8"
2301851,Banabuiú,CE,"0,073","72,6"
2301901,Barbalha,CE,"0,077","77,3"
2301950,Barreira,CE,"0,070","70,0"
2302008,Barro,CE,"0,163","163,3"
2302057,Barroquinha,CE,"0,108","108,1"
2302107,Baturité,CE,"0,071","70,8"
2302206,Beberibe,CE,"0,054","54,3"
2302305,Bela Cruz,CE,"0,053","52,9"
2302404,Boa Viagem,CE,"0,111","111,4"
2302503,Brejo Santo,CE,"0,069","68,6"
2302602,Camocim,CE,"0,097","97,1"
2302701,Campos Sales,CE,"0,112","112,3"
2302800,Canindé,CE,"0,115","115,2"
2302909,Capistrano,CE,"0,074","73,7"
2303006,Caridade,CE,"0,087","86,9"
2303105,Cariré,CE,"0,114","113,9"
2303204,Caririaçu,CE,"0,130","130,2"
2303303,Cariús,CE,"0,103","102,9"
2303402,Carnaubal,CE,"0,122","122,0"
2303501,Cascavel,CE,"0,052","52,0"
2303600,Catarina,CE,"0,105","105,1"
2303659,Catunda,CE,"0,120","119,5"
2303709,Caucaia,CE,"0,080","80,1"
2303808,Cedro,CE,"0,111","110,6"
2303907,Chaval,CE,"0,098","97,9"
2303931,Choró,CE,"0,096","95,7"
2303956,Chorozinho,CE,"0,052","52,0"
2304004,Coreaú,CE,"0,124","123,9"
2304103,Crateús,CE,"0,121","120,5"
2304202,Crato,CE,"0,104","104,3"
2304236,Croatá,CE,"0,146","146,3"
2304251,Cruz,CE,"0,089","89,4"
2304269,Deputado Irapuan Pinheiro,CE,"0,109","109,1"
2304277,Ererê,CE,"0,101","101,2"
2304285,Eusébio,CE,"0,079","78,6"
2304301,Farias Brito,CE,"0,113","112,6"
2304350,Forquilha,CE,"0,118","118,0"
2304400,Fortaleza,CE,"0,081","80,7"
2304459,Fortim,CE,"0,054","54,4"
2304509,Frecheirinha,CE,"0,076","76,4"
2304608,General Sampaio,CE,"0,105","105,3"
2304657,Graça,CE,"0,110","109,8"
2304707,Granja,CE,"0,113","113,2"
2304806,Granjeiro,CE,"0,120","119,5"
2304905,Groaíras,CE,"0,127","126,9"
2304954,Guaiúba,CE,"0,079","78,6"
2305001,Guaraciaba do Norte,CE,"0,119","118,6"
2305100,Guaramiranga,CE,"0,083","82,5"
2305209,Hidrolândia,CE,"0,112","111,8"
2305233,Horizonte,CE,"0,065","65,1"
2305266,Ibaretama,CE,"0,071","70,7"
2305308,Ibiapina,CE,"0,123","122,6"
2305332,Ibicuitinga,CE,"0,059","59,5"
2305357,Icapuí,CE,"0,118","117,9"
2305407,Icó,CE,"0,103","103,3"
2305506,Iguatu,CE,"0,118","117,5"
2305605,Independência,CE,"0,103","103,1"
2305654,Ipaporanga,CE,"0,113","112,9"
2305704,Ipaumirim,CE,"0,129","128,6"
2305803,Ipu,CE,"0,112","112,1"
2305902,Ipueiras,CE,"0,122","121,9"
2306009,Iracema,CE,"0,112","112,0"
2306108,Irauçuba,CE,"0,129","128,6"
2306207,Itaiçaba,CE,"0,058","57,5"
2306256,Itaitinga,CE,"0,067","67,0"
2306306,Itapajé,CE,"0,098","98,3"
2306405,Itapipoca,CE,"0,082","82,1"
2306504,Itapiúna,CE,"0,089","89,3"
2306553,Itarema,CE,"0,077","76,8"
2306603,Itatira,CE,"0,119","119,1"
2306702,Jaguaretama,CE,"0,070","69,8"
2306801,Jaguaribara,CE,"0,058","57,5"
2306900,Jaguaribe,CE,"0,122","122,0"
2307007,Jaguaruana,CE,"0,126","126,3"
2307106,Jardim,CE,"0,083","83,0"
2307205,Jati,CE,"0,099","99,3"
2307254,Jijoca de Jericoacoara,CE,"0,069","69,0"
2307304,Juazeiro do Norte,CE,"0,128","128,2"
2307403,Jucás,CE,"0,098","98,4"
2307502,Lavras da Mangabeira,CE,"0,131","130,9"
2307601,Limoeiro do Norte,CE,"0,114","114,3"
2307635,Madalena,CE,"0,110","110,4"
2307650,Maracanaú,CE,"0,079","79,0"
2307700,Maranguape,CE,"0,092","91,6"
2307809,Marco,CE,"0,073","72,5"
2307908,Martinópole,CE,"0,096","95,9"
2308005,Massapê,CE,"0,128","128,1"
2308104,Mauriti,CE,"0,128","127,5"
2308203,Meruoca,CE,"0,125","124,6"
2308302,Milagres,CE,"0,107","106,5"
2308351,Milhã,CE,"0,110","110,0"
2308377,Miraíma,CE,"0,123","123,2"
2308401,Missão Velha,CE,"0,092","92,4"
2308500,Mombaça,CE,"0,108","108,1"
2308609,Monsenhor Tabosa,CE,"0,120","120,3"
2308708,Morada Nova,CE,"0,120","120,4"
2308807,Moraújo,CE,"0,095","94,7"
2308906,Morrinhos,CE,"0,075","74,8"
2309003,Mucambo,CE,"0,103","103,1"
2309102,Mulungu,CE,"0,089","89,3"
2309201,Nova Olinda,CE,"0,128","128,4"
2309300,Nova Russas,CE,"0,114","113,9"
2309409,Novo Oriente,CE,"0,110","110,4"
2309458,Ocara,CE,"0,098","97,5"
2309508,Orós,CE,"0,077","76,9"
2309607,Pacajus,CE,"0,066","66,2"
2309706,Pacatuba,CE,"0,077","76,8"
2309805,Pacoti,CE,"0,095","95,2"
2309904,Pacujá,CE,"0,118","118,4"
2310001,Palhano,CE,"0,056","55,8"
2310100,Palmácia,CE,"0,100","100,1"
2310209,Paracuru,CE,"0,051","50,9"
2310258,Paraipaba,CE,"0,052","52,0"
2310308,Parambu,CE,"0,095","95,2"
2310407,Paramoti,CE,"0,102","101,5"
2310506,Pedra Branca,CE,"0,123","123,2"
2310605,Penaforte,CE,"0,123","123,3"
2310704,Pentecoste,CE,"0,092","91,8"
2310803,Pereiro,CE,"0,109","109,4"
2310852,Pindoretama,CE,"0,069","69,1"
2310902,Piquet Carneiro,CE,"0,105","104,5"
2310951,Pires Ferreira,CE,"0,104","103,7"
2311009,Poranga,CE,"0,124","124,0"
2311108,Porteiras,CE,"0,056","56,3"
2311207,Potengi,CE,"0,112","111,9"
2311231,Potiretama,CE,"0,112","111,9"
2311264,Quiterianópolis,CE,"0,107","106,8"
2311306,Quixadá,CE,"0,071","71,3"
2311355,Quixelô,CE,"0,094","94,0"
2311405,Quixeramobim,CE,"0,089","89,0"
2311504,Quixeré,CE,"0,128","128,4"
2311603,Redenção,CE,"0,070","70,4"
2311702,Reriutaba,CE,"0,117","117,1"
2311801,Russas,CE,"0,067","67,3"
2311900,Saboeiro,CE,"0,099","99,2"
2311959,Salitre,CE,"0,092","92,2"
2312007,Santana do Acaraú,CE,"0,100","100,1"
2312106,Santana do Cariri,CE,"0,105","104,7"
2312205,Santa Quitéria,CE,"0,121","120,6"
2312304,São Benedito,CE,"0,115","114,9"
2312403,São Gonçalo do Amarante,CE,"0,071","71,0"
2312502,São João do Jaguaribe,CE,"0,120","120,4"
2312601,São Luís do Curu,CE,"0,067","66,8"
2312700,Senador Pompeu,CE,"0,099","98,5"
2312809,Senador Sá,CE,"0,084","84,0"
2312908,Sobral,CE,"0,125","125,3"
2313005,Solonópole,CE,"0,076","75,7"
2313104,Tabuleiro do Norte,CE,"0,123","123,1"
2313203,Tamboril,CE,"0,112","111,7"
2313252,Tarrafas,CE,"0,074","74,1"
2313302,Tauá,CE,"0,103","102,7"
2313351,Tejuçuoca,CE,"0,134","133,7"
2313401,Tianguá,CE,"0,175","175,0"
2313500,Trairi,CE,"0,057","56,8"
2313559,Tururu,CE,"0,061","61,2"
2313609,Ubajara,CE,"0,175","175,0"
2313708,Umari,CE,"0,103","103,5"
2313757,Umirim,CE,"0,071","70,8"
2313807,Uruburetama,CE,"0,078","77,9"
2313906,Uruoca,CE,"0,086","86,4"
2313955,Varjota,CE,"0,113","112,7"
2314003,Várzea Alegre,CE,"0,116","115,9"
2314102,Viçosa do Ceará,CE,"0,149","149,0"
2400109,Acari,RN,"0,104","103,9"
2400208,Açu,RN,"0,090","90,4"
2400307,Afonso Bezerra,RN,"0,111","111,3"
2400406,Água Nova,RN,"0,112","111,7"
2400505,Alexandria,RN,"0,104","104,0"
